action,action_family,artifacts,base_objective,cell_id,cold_render_max_abs,counter_scope,donor,extra_cell_render_evaluations,family,forward_evaluations,gradient_evaluations,immediate_gain,immediate_objective,iterations_run,lpips,magnitude,ms_ssim,n_gaussians,position_activity,position_coherence,predicted_gain,proposal_seconds,psnr,recovered_gain,seed,selected_iteration,shared_case_render_evaluations,smoke,split_min_eigenvalue,status,terminal_objective,total_cell_render_evaluations,total_seconds
split_d1_m10,split,"{""base_field.npz"":""cells/color_s0_split_d1_m10/base_field.npz"",""base_reconstruction.npy"":""cells/color_s0_split_d1_m10/base_reconstruction.npy"",""config.json"":""cells/color_s0_split_d1_m10/config.json"",""curves.png"":""cells/color_s0_split_d1_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s0_split_d1_m10/error.png"",""field.npz"":""cells/color_s0_split_d1_m10/field.npz"",""gradient_packet"":""cases/color_s0/gradient_packet.npz"",""history.json"":""cells/color_s0_split_d1_m10/history.json"",""immediate.png"":""cells/color_s0_split_d1_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s0_split_d1_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s0_split_d1_m10/input_field.npz"",""progress.jsonl"":""cells/color_s0_split_d1_m10/progress.jsonl"",""reconstruction.npy"":""cells/color_s0_split_d1_m10/reconstruction.npy"",""reconstruction.png"":""cells/color_s0_split_d1_m10/reconstruction.png"",""target.npy"":""cells/color_s0_split_d1_m10/target.npy"",""target.png"":""cells/color_s0_split_d1_m10/target.png""}",5.7757053287266604e-05,color_s0_split_d1_m10,0.0,recovery only,1,2,color,21,20,-4.1334224661960375e-05,9.909127794922698e-05,20,0.00437580281868577,1.0,0.9979032278060913,3,2.729709194682073e-05,4.2105048334681194e-09,-1.0190878128923941e-05,0.004010518001450691,50.76495347689167,5.3564537982742126e-05,0,20,6,false,1.9712899756996194e-06,ok,4.1925153045244766e-06,23,0.02839052499984973
split_d2_m5,split,"{""base_field.npz"":""cells/color_s0_split_d2_m5/base_field.npz"",""base_reconstruction.npy"":""cells/color_s0_split_d2_m5/base_reconstruction.npy"",""config.json"":""cells/color_s0_split_d2_m5/config.json"",""curves.png"":""cells/color_s0_split_d2_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s0_split_d2_m5/error.png"",""field.npz"":""cells/color_s0_split_d2_m5/field.npz"",""gradient_packet"":""cases/color_s0/gradient_packet.npz"",""history.json"":""cells/color_s0_split_d2_m5/history.json"",""immediate.png"":""cells/color_s0_split_d2_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s0_split_d2_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s0_split_d2_m5/input_field.npz"",""progress.jsonl"":""cells/color_s0_split_d2_m5/progress.jsonl"",""reconstruction.npy"":""cells/color_s0_split_d2_m5/reconstruction.npy"",""reconstruction.png"":""cells/color_s0_split_d2_m5/reconstruction.png"",""target.npy"":""cells/color_s0_split_d2_m5/target.npy"",""target.png"":""cells/color_s0_split_d2_m5/target.png""}",5.7757053287266604e-05,color_s0_split_d2_m5,0.0,recovery only,2,2,color,21,20,-4.3884154413692514e-05,0.00010164120770095912,20,0.013543965294957161,0.5,0.9526618123054504,3,2.729709194682073e-05,4.2105048334681194e-09,-4.167237057117745e-05,0.004010518001450691,40.74422444860956,1.5631311685505767e-05,0,20,6,false,1.9712899756996194e-06,ok,4.2125741601760836e-05,23,0.028965133002202492
split_d2_m10,split,"{""base_field.npz"":""cells/color_s0_split_d2_m10/base_field.npz"",""base_reconstruction.npy"":""cells/color_s0_split_d2_m10/base_reconstruction.npy"",""config.json"":""cells/color_s0_split_d2_m10/config.json"",""curves.png"":""cells/color_s0_split_d2_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s0_split_d2_m10/error.png"",""field.npz"":""cells/color_s0_split_d2_m10/field.npz"",""gradient_packet"":""cases/color_s0/gradient_packet.npz"",""history.json"":""cells/color_s0_split_d2_m10/history.json"",""immediate.png"":""cells/color_s0_split_d2_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s0_split_d2_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s0_split_d2_m10/input_field.npz"",""progress.jsonl"":""cells/color_s0_split_d2_m10/progress.jsonl"",""reconstruction.npy"":""cells/color_s0_split_d2_m10/reconstruction.npy"",""reconstruction.png"":""cells/color_s0_split_d2_m10/reconstruction.png"",""target.npy"":""cells/color_s0_split_d2_m10/target.npy"",""target.png"":""cells/color_s0_split_d2_m10/target.png""}",5.7757053287266604e-05,color_s0_split_d2_m10,0.0,recovery only,2,2,color,21,20,-8.03854780124677e-05,0.0001381425312997343,20,0.012891040183603764,1.0,0.9516444206237793,3,2.729709194682073e-05,4.2105048334681194e-09,-4.924212407786399e-05,0.004010518001450691,40.630464690370836,1.4513284632234789e-05,0,20,6,false,1.9712899756996194e-06,ok,4.3243768655031815e-05,23,0.02860121100093238
birth_d1,birth,"{""base_field.npz"":""cells/color_s0_birth_d1/base_field.npz"",""base_reconstruction.npy"":""cells/color_s0_birth_d1/base_reconstruction.npy"",""config.json"":""cells/color_s0_birth_d1/config.json"",""curves.png"":""cells/color_s0_birth_d1/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s0_birth_d1/error.png"",""field.npz"":""cells/color_s0_birth_d1/field.npz"",""gradient_packet"":""cases/color_s0/gradient_packet.npz"",""history.json"":""cells/color_s0_birth_d1/history.json"",""immediate.png"":""cells/color_s0_birth_d1/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s0_birth_d1/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s0_birth_d1/input_field.npz"",""progress.jsonl"":""cells/color_s0_birth_d1/progress.jsonl"",""reconstruction.npy"":""cells/color_s0_birth_d1/reconstruction.npy"",""reconstruction.png"":""cells/color_s0_birth_d1/reconstruction.png"",""target.npy"":""cells/color_s0_birth_d1/target.npy"",""target.png"":""cells/color_s0_birth_d1/target.png""}",5.7757053287266604e-05,color_s0_birth_d1,0.0,recovery only,1,2,color,21,20,2.1658916795475957e-05,3.609813649179065e-05,20,0.0016351345693692565,1.0,0.9988527297973633,3,2.729709194682073e-05,4.2105048334681194e-09,1.0762129249997088e-06,0.004010518001450691,54.03824367495153,5.5783969005591944e-05,0,20,6,false,1.9712899756996194e-06,ok,1.973084281674658e-06,23,0.02738952599975164
birth_d2,birth,"{""base_field.npz"":""cells/color_s0_birth_d2/base_field.npz"",""base_reconstruction.npy"":""cells/color_s0_birth_d2/base_reconstruction.npy"",""config.json"":""cells/color_s0_birth_d2/config.json"",""curves.png"":""cells/color_s0_birth_d2/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s0_birth_d2/error.png"",""field.npz"":""cells/color_s0_birth_d2/field.npz"",""gradient_packet"":""cases/color_s0/gradient_packet.npz"",""history.json"":""cells/color_s0_birth_d2/history.json"",""immediate.png"":""cells/color_s0_birth_d2/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s0_birth_d2/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s0_birth_d2/input_field.npz"",""progress.jsonl"":""cells/color_s0_birth_d2/progress.jsonl"",""reconstruction.npy"":""cells/color_s0_birth_d2/reconstruction.npy"",""reconstruction.png"":""cells/color_s0_birth_d2/reconstruction.png"",""target.npy"":""cells/color_s0_birth_d2/target.npy"",""target.png"":""cells/color_s0_birth_d2/target.png""}",5.7757053287266604e-05,color_s0_birth_d2,0.0,recovery only,2,2,color,21,20,-1.7392336555031374e-05,7.514938984229798e-05,20,0.01062106154859066,1.0,0.9526998996734619,3,2.729709194682073e-05,4.2105048334681194e-09,-3.797503450186923e-05,0.004010518001450691,40.859284265550826,1.6732715655084606e-05,0,20,6,false,1.9712899756996194e-06,ok,4.1024337632182e-05,23,0.027455737999844132
noop,noop,"{""base_field.npz"":""cells/color_s1_noop/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_noop/base_reconstruction.npy"",""config.json"":""cells/color_s1_noop/config.json"",""curves.png"":""cells/color_s1_noop/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_noop/error.png"",""field.npz"":""cells/color_s1_noop/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_noop/history.json"",""immediate.png"":""cells/color_s1_noop/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_noop/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_noop/input_field.npz"",""progress.jsonl"":""cells/color_s1_noop/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_noop/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_noop/reconstruction.png"",""target.npy"":""cells/color_s1_noop/target.npy"",""target.png"":""cells/color_s1_noop/target.png""}",5.7757077713639644e-05,color_s1_noop,0.0,recovery only,,2,color,21,20,0.0,5.7757077713639644e-05,20,0.016540005803108215,0.0,0.9992978572845459,3,2.7799211238743737e-05,2.5217807226562896e-08,0.0,0.00393563200123026,51.98012853066576,5.458782295372338e-05,1,20,6,false,1.9712772427737946e-06,ok,3.1692547599162633e-06,23,0.02772889799962286
move_m5,move,"{""base_field.npz"":""cells/color_s1_move_m5/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_move_m5/base_reconstruction.npy"",""config.json"":""cells/color_s1_move_m5/config.json"",""curves.png"":""cells/color_s1_move_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_move_m5/error.png"",""field.npz"":""cells/color_s1_move_m5/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_move_m5/history.json"",""immediate.png"":""cells/color_s1_move_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_move_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_move_m5/input_field.npz"",""progress.jsonl"":""cells/color_s1_move_m5/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_move_m5/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_move_m5/reconstruction.png"",""target.npy"":""cells/color_s1_move_m5/target.npy"",""target.png"":""cells/color_s1_move_m5/target.png""}",5.7757077713639644e-05,color_s1_move_m5,0.0,recovery only,,2,color,21,20,0.0,5.7757077713639644e-05,20,0.016540005803108215,0.5,0.9992978572845459,3,2.7799211238743737e-05,2.5217807226562896e-08,1.5846308688201155e-21,0.00393563200123026,51.98012853066576,5.458782295372338e-05,1,20,6,false,1.9712772427737946e-06,ok,3.1692547599162633e-06,23,0.02737625599911553
move_m10,move,"{""base_field.npz"":""cells/color_s1_move_m10/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_move_m10/base_reconstruction.npy"",""config.json"":""cells/color_s1_move_m10/config.json"",""curves.png"":""cells/color_s1_move_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_move_m10/error.png"",""field.npz"":""cells/color_s1_move_m10/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_move_m10/history.json"",""immediate.png"":""cells/color_s1_move_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_move_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_move_m10/input_field.npz"",""progress.jsonl"":""cells/color_s1_move_m10/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_move_m10/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_move_m10/reconstruction.png"",""target.npy"":""cells/color_s1_move_m10/target.npy"",""target.png"":""cells/color_s1_move_m10/target.png""}",5.7757077713639644e-05,color_s1_move_m10,0.0,recovery only,,2,color,21,20,0.0,5.7757077713639644e-05,20,0.016540005803108215,1.0,0.9992978572845459,3,2.7799211238743737e-05,2.5217807226562896e-08,2.1281650697079228e-21,0.00393563200123026,51.98012853066576,5.458782295372338e-05,1,20,6,false,1.9712772427737946e-06,ok,3.1692547599162633e-06,23,0.02706895800292841
scale_m5,scale,"{""base_field.npz"":""cells/color_s1_scale_m5/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_scale_m5/base_reconstruction.npy"",""config.json"":""cells/color_s1_scale_m5/config.json"",""curves.png"":""cells/color_s1_scale_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_scale_m5/error.png"",""field.npz"":""cells/color_s1_scale_m5/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_scale_m5/history.json"",""immediate.png"":""cells/color_s1_scale_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_scale_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_scale_m5/input_field.npz"",""progress.jsonl"":""cells/color_s1_scale_m5/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_scale_m5/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_scale_m5/reconstruction.png"",""target.npy"":""cells/color_s1_scale_m5/target.npy"",""target.png"":""cells/color_s1_scale_m5/target.png""}",5.7757077713639644e-05,color_s1_scale_m5,0.0,recovery only,,2,color,21,20,7.094553266566238e-07,5.704762238698302e-05,20,0.017191600054502487,0.5,0.9993369579315186,3,2.7799211238743737e-05,2.5217807226562896e-08,7.122469014575472e-07,0.00393563200123026,52.069650174463476,5.4652482476462826e-05,1,20,6,false,1.9712772427737946e-06,ok,3.1045952371768167e-06,23,0.02728325999851222
scale_m10,scale,"{""base_field.npz"":""cells/color_s1_scale_m10/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_scale_m10/base_reconstruction.npy"",""config.json"":""cells/color_s1_scale_m10/config.json"",""curves.png"":""cells/color_s1_scale_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_scale_m10/error.png"",""field.npz"":""cells/color_s1_scale_m10/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_scale_m10/history.json"",""immediate.png"":""cells/color_s1_scale_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_scale_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_scale_m10/input_field.npz"",""progress.jsonl"":""cells/color_s1_scale_m10/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_scale_m10/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_scale_m10/reconstruction.png"",""target.npy"":""cells/color_s1_scale_m10/target.npy"",""target.png"":""cells/color_s1_scale_m10/target.png""}",5.7757077713639644e-05,color_s1_scale_m10,0.0,recovery only,,2,color,21,20,9.336926434506509e-07,5.682338507018899e-05,20,0.015795966610312462,1.0,0.9993172883987427,3,2.7799211238743737e-05,2.5217807226562896e-08,9.543655323795974e-07,0.00393563200123026,52.018143916310024,5.46154435377742e-05,1,20,6,false,1.9712772427737946e-06,ok,3.1416341758654446e-06,23,0.02732150099836872
rotate_m5,rotate,"{""base_field.npz"":""cells/color_s1_rotate_m5/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_rotate_m5/base_reconstruction.npy"",""config.json"":""cells/color_s1_rotate_m5/config.json"",""curves.png"":""cells/color_s1_rotate_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_rotate_m5/error.png"",""field.npz"":""cells/color_s1_rotate_m5/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_rotate_m5/history.json"",""immediate.png"":""cells/color_s1_rotate_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_rotate_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_rotate_m5/input_field.npz"",""progress.jsonl"":""cells/color_s1_rotate_m5/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_rotate_m5/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_rotate_m5/reconstruction.png"",""target.npy"":""cells/color_s1_rotate_m5/target.npy"",""target.png"":""cells/color_s1_rotate_m5/target.png""}",5.7757077713639644e-05,color_s1_rotate_m5,0.0,recovery only,,2,color,21,20,-1.6182752227557155e-12,5.775707933191487e-05,20,0.01653694175183773,0.5,0.9992985725402832,3,2.7799211238743737e-05,2.5217807226562896e-08,3.099377264681475e-17,0.00393563200123026,51.98358018307115,5.459034078905154e-05,1,20,6,false,1.9712772427737946e-06,ok,3.1667369245881075e-06,23,0.027744441002141684
rotate_m10,rotate,"{""base_field.npz"":""cells/color_s1_rotate_m10/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_rotate_m10/base_reconstruction.npy"",""config.json"":""cells/color_s1_rotate_m10/config.json"",""curves.png"":""cells/color_s1_rotate_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_rotate_m10/error.png"",""field.npz"":""cells/color_s1_rotate_m10/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_rotate_m10/history.json"",""immediate.png"":""cells/color_s1_rotate_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_rotate_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_rotate_m10/input_field.npz"",""progress.jsonl"":""cells/color_s1_rotate_m10/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_rotate_m10/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_rotate_m10/reconstruction.png"",""target.npy"":""cells/color_s1_rotate_m10/target.npy"",""target.png"":""cells/color_s1_rotate_m10/target.png""}",5.7757077713639644e-05,color_s1_rotate_m10,0.0,recovery only,,2,color,21,20,-1.976575356838449e-12,5.7757079690215e-05,20,0.016533561050891876,1.0,0.9992998242378235,3,2.7799211238743737e-05,2.5217807226562896e-08,4.1596907919486933e-17,0.00393563200123026,51.98880944884226,5.459415150829025e-05,1,20,6,false,1.9712772427737946e-06,ok,3.1629262053494e-06,23,0.027965604000200983
color_m5,color,"{""base_field.npz"":""cells/color_s1_color_m5/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_color_m5/base_reconstruction.npy"",""config.json"":""cells/color_s1_color_m5/config.json"",""curves.png"":""cells/color_s1_color_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_color_m5/error.png"",""field.npz"":""cells/color_s1_color_m5/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_color_m5/history.json"",""immediate.png"":""cells/color_s1_color_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_color_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_color_m5/input_field.npz"",""progress.jsonl"":""cells/color_s1_color_m5/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_color_m5/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_color_m5/reconstruction.png"",""target.npy"":""cells/color_s1_color_m5/target.npy"",""target.png"":""cells/color_s1_color_m5/target.png""}",5.7757077713639644e-05,color_s1_color_m5,0.0,recovery only,,2,color,21,20,3.696453606662882e-05,2.0792541647010826e-05,20,0.0002492005005478859,0.5,0.9999792575836182,3,2.7799211238743737e-05,2.5217807226562896e-08,3.696453495649621e-05,0.00393563200123026,67.71727035208735,5.7672502526168525e-05,1,20,6,false,1.9712772427737946e-06,ok,8.457518747112288e-08,23,0.027636769002128858
color_m10,color,"{""base_field.npz"":""cells/color_s1_color_m10/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_color_m10/base_reconstruction.npy"",""config.json"":""cells/color_s1_color_m10/config.json"",""curves.png"":""cells/color_s1_color_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_color_m10/error.png"",""field.npz"":""cells/color_s1_color_m10/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_color_m10/history.json"",""immediate.png"":""cells/color_s1_color_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_color_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_color_m10/input_field.npz"",""progress.jsonl"":""cells/color_s1_color_m10/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_color_m10/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_color_m10/reconstruction.png"",""target.npy"":""cells/color_s1_color_m10/target.npy"",""target.png"":""cells/color_s1_color_m10/target.png""}",5.7757077713639644e-05,color_s1_color_m10,0.0,recovery only,,2,color,21,20,5.5446796286089296e-05,2.310281427550351e-06,20,0.0012242865050211549,1.0,0.9999367594718933,3,2.7799211238743737e-05,2.5217807226562896e-08,5.5446798796765506e-05,0.00393563200123026,61.24723588432314,5.738189189374758e-05,1,20,6,false,1.9712772427737946e-06,ok,3.7518581989206046e-07,23,0.027646601000014925
split_d1_m5,split,"{""base_field.npz"":""cells/color_s1_split_d1_m5/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_split_d1_m5/base_reconstruction.npy"",""config.json"":""cells/color_s1_split_d1_m5/config.json"",""curves.png"":""cells/color_s1_split_d1_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_split_d1_m5/error.png"",""field.npz"":""cells/color_s1_split_d1_m5/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_split_d1_m5/history.json"",""immediate.png"":""cells/color_s1_split_d1_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_split_d1_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_split_d1_m5/input_field.npz"",""progress.jsonl"":""cells/color_s1_split_d1_m5/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_split_d1_m5/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_split_d1_m5/reconstruction.png"",""target.npy"":""cells/color_s1_split_d1_m5/target.npy"",""target.png"":""cells/color_s1_split_d1_m5/target.png""}",5.7757077713639644e-05,color_s1_split_d1_m5,0.0,recovery only,1,2,color,21,20,-7.181785591619891e-06,6.493886330525954e-05,20,0.006415727082639933,0.5,0.9900820255279541,3,2.7799211238743737e-05,2.5217807226562896e-08,-4.970054760633502e-06,0.00393563200123026,49.64831653552597,5.233534191241028e-05,1,20,6,false,1.9712772427737946e-06,ok,5.421735801229362e-06,23,0.028508329996839166
split_d1_m10,split,"{""base_field.npz"":""cells/color_s1_split_d1_m10/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_split_d1_m10/base_reconstruction.npy"",""config.json"":""cells/color_s1_split_d1_m10/config.json"",""curves.png"":""cells/color_s1_split_d1_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_split_d1_m10/error.png"",""field.npz"":""cells/color_s1_split_d1_m10/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_split_d1_m10/history.json"",""immediate.png"":""cells/color_s1_split_d1_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_split_d1_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_split_d1_m10/input_field.npz"",""progress.jsonl"":""cells/color_s1_split_d1_m10/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_split_d1_m10/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_split_d1_m10/reconstruction.png"",""target.npy"":""cells/color_s1_split_d1_m10/target.npy"",""target.png"":""cells/color_s1_split_d1_m10/target.png""}",5.7757077713639644e-05,color_s1_split_d1_m10,0.0,recovery only,1,2,color,21,20,-4.3683245466156165e-05,0.00010144032317979581,20,0.00495179882273078,1.0,0.9896561503410339,3,2.7799211238743737e-05,2.5217807226562896e-08,-1.2539760064100847e-05,0.00393563200123026,49.36955383374819,5.197592261444881e-05,1,20,6,false,1.9712772427737946e-06,ok,5.78115509919083e-06,23,0.027867666001839098
split_d2_m5,split,"{""base_field.npz"":""cells/color_s1_split_d2_m5/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_split_d2_m5/base_reconstruction.npy"",""config.json"":""cells/color_s1_split_d2_m5/config.json"",""curves.png"":""cells/color_s1_split_d2_m5/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_split_d2_m5/error.png"",""field.npz"":""cells/color_s1_split_d2_m5/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_split_d2_m5/history.json"",""immediate.png"":""cells/color_s1_split_d2_m5/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_split_d2_m5/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_split_d2_m5/input_field.npz"",""progress.jsonl"":""cells/color_s1_split_d2_m5/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_split_d2_m5/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_split_d2_m5/reconstruction.png"",""target.npy"":""cells/color_s1_split_d2_m5/target.npy"",""target.png"":""cells/color_s1_split_d2_m5/target.png""}",5.7757077713639644e-05,color_s1_split_d2_m5,0.0,recovery only,2,2,color,21,20,-4.388409137194028e-05,0.00010164116908557993,20,0.015054186806082726,0.5,0.9525021314620972,3,2.7799211238743737e-05,2.5217807226562896e-08,-4.1672356019262224e-05,0.00393563200123026,40.74439971538628,1.563303613208989e-05,1,20,6,false,1.9712772427737946e-06,ok,4.212404158154975e-05,23,0.02848320699922624
split_d2_m10,split,"{""base_field.npz"":""cells/color_s1_split_d2_m10/base_field.npz"",""base_reconstruction.npy"":""cells/color_s1_split_d2_m10/base_reconstruction.npy"",""config.json"":""cells/color_s1_split_d2_m10/config.json"",""curves.png"":""cells/color_s1_split_d2_m10/curves.png"",""decision"":""decision.json"",""error.png"":""cells/color_s1_split_d2_m10/error.png"",""field.npz"":""cells/color_s1_split_d2_m10/field.npz"",""gradient_packet"":""cases/color_s1/gradient_packet.npz"",""history.json"":""cells/color_s1_split_d2_m10/history.json"",""immediate.png"":""cells/color_s1_split_d2_m10/immediate.png"",""immediate_reconstruction.npy"":""cells/color_s1_split_d2_m10/immediate_reconstruction.npy"",""input_field.npz"":""cells/color_s1_split_d2_m10/input_field.npz"",""progress.jsonl"":""cells/color_s1_split_d2_m10/progress.jsonl"",""reconstruction.npy"":""cells/color_s1_split_d2_m10/reconstruction.npy"",""reconstruction.png"":""cells/color_s1_split_d2_m10/reconstruction.png"",""target.npy"":""cells/color_s1_split_d2_m10/target.npy"",""target.png"":""cells/color_s1_split_d2_m10/target.png""}",5.7757077713639644e-05,color_s1_split_d2_m10,0.0,recovery only,2,2,color,21,20,-8.038555124647656e-05,0.0001381426289601162,20,0.013331122696399689,1.0,0.9519108533859253,3,2.7799211238743737e-05,2.5217807226562896e-08,-4.9242058594245464e-05,0.00393563200123026,40.70750115385708,1.5273616834128413e-05,1,20,6,false,1.9712772427737946e-06,ok,4.248346087951123e-05,23,0.027748000000428874
